deck_id,deck_title,category,question_id,question_number,question,correct_answer,answer_source,primary_lecture_id,primary_test,primary_official_number,primary_title,alternate_lecture_id,alternate_test,alternate_official_number,alternate_title,confidence,rationale
gyn,Gynecology,Reviews,19,19,"A 26-year-old G2P1 presents to the gynecologist complaining of increasing hair growth on her face, chest, and abdomen, but the hair on her head is receding in the temporal regions. She also has had problems with acne. On physical examination the patient has significant amounts of coarse, dark hair on her face, chest, and abdomen. On pelvic examination she has an enlarged clitoris. She has a 7-cm left adnexal mass",B,circled,48,3,15,Malignant ovarian tumors,,,,,high,Ovarian malignancy lecture identifies Sertoli–Leydig tumors by androgenic virilization.
gyn,Gynecology,Reviews,20,20,A 56-year-old postmenopausal woman presents complaining of vaginal bleeding. Her uterus is slightly enlarged and she has a 6-cm right adnexal mass. Endometrial biopsy shows adenocarcinoma of the endometrium.,A,circled,48,3,15,Malignant ovarian tumors,,,,,high,Ovarian malignancy lecture links granulosa-cell estrogen to abnormal bleeding and endometrial carcinoma.
gyn,Gynecology,Reviews,21,21,A 67-year-old woman is found to have bilateral adnexal masses while undergoing evaluation of her recently diagnosed colon cancer.,E,circled,48,3,15,Malignant ovarian tumors,,,,,high,Ovarian malignancy lecture classifies ovarian metastases from gastrointestinal primaries as Krukenberg tumors.
gyn,Gynecology,Reviews,22,22,"A 17-year-old woman is referred by her primary care physician for the evaluation of primary amenorrhea. On physical examination, the patient has evidence of virilization. She also has a pelvic mass. During the workup of the patient, she is found to have sex chromosome mosaicism (45,X/46, XY).",D,circled,4,1,3,Sexual development & Puberty,,,,,high,"The sexual-development lecture links 45,X/46,XY mixed gonadal dysgenesis to gonadoblastoma; the ovarian-cancer lecture does not cover gonadoblastoma."
gyn,Gynecology,Reviews,23,23,A 19-year-old woman is undergoing exploratory laparotomy for a 9-cm right ovarian mass. The final pathology report shows evidence of glial tissue and immature cerebellar and cortical tissue.,C,circled,48,3,15,Malignant ovarian tumors,,,,,high,Ovarian malignancy lecture describes immature teratoma as a young-patient tumor graded by immature neural tissue.
gyn,Gynecology,Reviews,24,24,A 51-year-old menopausal woman is undergoing exploratory laparotomy for bilateral adnexal masses. A frozen section is performed on the excised ovaries and shows significant numbers of signet cells.,E,circled,48,3,15,Malignant ovarian tumors,,,,,high,Ovarian malignancy lecture identifies Krukenberg tumors as metastatic gastrointestinal ovarian lesions with characteristic signet cells.
gyn,Gynecology,Reviews,25,25,"A 29-year-old G0 comes to your office complaining of a vaginal discharge for the past 2 weeks. The patient describes the discharge as thin in consistency and of a grayish white color. She has also noticed a slight fishy vaginal odor that seems to have started with the appearance of the discharge. She denies any vaginal or vulvar pruritus or burning. Last month she took a course of amoxicillin for the treatment of sinusitis. On physical examination, the vulva appears normal. There is a discharge present at the introitus. A copious, thin, whitish discharge is in the vaginal vault. The vaginal pH is 5.5. The cervix is not inflamed and there is no cervical discharge Which of the following is the most likely diagnosis?",B,circled,23,2,6,Infections of the genital tract,,,,,high,"Genital-infection lecture gives the exact bacterial-vaginosis pattern: thin gray discharge, fishy odor, and elevated pH."
gyn,Gynecology,Reviews,26,26,"A 29-year-old G0 comes to your office complaining of a vaginal discharge for the past 2 weeks. The patient describes the discharge as thin in consistency and of a grayish white color. She has also noticed a slight fishy vaginal odor that seems to have started with the appearance of the discharge. She denies any vaginal or vulvar pruritus or burning. Last month she took a course of amoxicillin for the treatment of sinusitis. On physical examination, the vulva appears normal. There is a discharge present at the introitus. A copious, thin, whitish discharge is in the vaginal vault. The vaginal pH is 5.5. The cervix is not inflamed and there is no cervical discharge In the patient described in the question above, which of the following is the best treatment?",E,circled,23,2,6,Infections of the genital tract,,,,,high,Genital-infection lecture names metronidazole as first-line treatment for bacterial vaginosis.
gyn,Gynecology,Reviews,27,27,"A couple presents for evaluation of primary infertility. The evaluation of the woman is completely normal. The husband is found to have a left varicocele. If the husband’s varicocele is the cause of the couple’s infertility, what would you expect to see when evaluating the husband’s semen analysis?",A,circled,36,3,1,Subfertility,,,,,high,"Subfertility lecture covers male-factor semen analysis, including count, motility, and abnormal morphology."
gyn,Gynecology,Reviews,28,28,"A 25-year-old woman presents to your office for evaluation of primary infertility. She has regular periods every 28 days. She has done testing at home with an ovulation kit, which suggests she is ovulating. A hysterosalpingogram demonstrates patency of both fallopian tubes. A progesterone level drawn in the mid-luteal phase is lower than expected. A luteal phase defect is suspected to be the cause of this patient’s infertility. Which of the following studies is helpful in making this diagnosis?",C,circled,2,1,1,The menstrual cycle & reproductive endocrinology,36,3,1,Subfertility,medium,Reproductive-endocrinology lecture covers luteal progesterone effects and out-of-phase endometrial biopsy.
gyn,Gynecology,Reviews,29,29,On which day of the menstrual cycle would you perform this diagnostic test?,D,circled,2,1,1,The menstrual cycle & reproductive endocrinology,36,3,1,Subfertility,medium,Menstrual-cycle lecture places secretory endometrial assessment in the late luteal phase.
gyn,Gynecology,Reviews,30,30,"An 81-year-old woman presents to your office complaining that her uterus fell out 2 months ago. She has multiple medical problems, including chronic hypertension, congestive heart failure, and osteoporosis. She is limited to sitting in a wheelchair because of her health problems. Her fallen uterus causes significant pain. On physical examination, the patient is frail and requires assistance with getting on the examination table. She has complete procidentia of the uterus. Which of the following is the most appropriate next step in the management of this patient?",B,circled,32,2,15,Pelvic organ prolapse,,,,,high,Prolapse lecture identifies procidentia and recommends a pessary first for medically unfit patients.
gyn,Gynecology,Reviews,31,31,"An intrauterine pregnancy of approximately 10 weeks gestation is confirmed in a 30-year-old G5P4 woman with an IUD in place. On examination, the string of the IUD is noted to be protruding from the cervical os. Which of the following is the most appropriate course of action?",C,circled,44,3,6,Contraception,,,,,high,Contraception lecture directs removal of an intrauterine IUD before 12 weeks when pregnancy is intrauterine.
gyn,Gynecology,Reviews,32,32,Your patient delivered a health infant two weeks ago and wishes to initiate use a contraceptive method during the next few weeks. She is breast feeding exclusively. For which of the following is there strong evidence that use decreases the quantity and quality of breast milk?,D,circled,44,3,6,Contraception,,,,,high,Contraception lecture marks progestin methods breastfeeding-safe and avoids early combined methods mainly for VTE.
gyn,Gynecology,Reviews,33,33,"A 30 years old patient presents to your office complaining from heavy menstrual bleeding. With additional questioning, she reports new onset dysmenorrheal. Given this additional symptom, which of the following etiologies for her abnormal uterine bleeding is LEAST likely?",B,circled,12,1,12,Abnormal uterine bleeding,,,,,high,AUB lecture distinguishes painful ovulatory or structural patterns from typical anovulatory irregular bleeding.
gyn,Gynecology,Reviews,34,34,"A patient for whom you initiated combined oral contraceptive pills 3 months ago returns to the office for a routine COC re-evaluation. She complaints of light, irregular bleeding during this time but states that is diminishing. What is the best diagnosis and plan of management?",B,circled,44,3,6,Contraception,,,,,high,Contraception lecture identifies breakthrough bleeding as common early in combined-pill use and usually managed conservatively.
gyn,Gynecology,Reviews,35,35,"An 18 year old nulligravida woman presents with primary amenorrhea. Her examination is notable for Tanner stage IV breasts and the absence of pubic and axillary hair. Also, a blind ending vagina is identified. What is the likely diagnosis?",C,circled,4,1,3,Sexual development & Puberty,6,1,6,Amenorrhea–dysmenorrhea–PMS,high,"Sexual-development lecture lists CAIS: 46,XY, breasts, scanty hair, absent uterus, and blind vagina."
gyn,Gynecology,Reviews,36,36,"An 18 year old nulligravida woman presents with primary amenorrhea. Her examination is notable for Tanner stage IV breasts and the absence of pubic and axillary hair. Also, a blind ending vagina is identified. The patient in the previous question undergoes laparoscopy. The expected gonads are:",B,circled,4,1,3,Sexual development & Puberty,6,1,6,Amenorrhea–dysmenorrhea–PMS,high,Sexual-development lecture identifies the gonads in complete androgen insensitivity as intra-abdominal testes.
gyn,Gynecology,Reviews,37,37,"An 18 year old nulligravida woman presents with primary amenorrhea. Her examination is notable for Tanner stage IV breasts and the absence of pubic and axillary hair. Also, a blind ending vagina is identified. What is the expected testosterone level in this patient?",B,circled,4,1,3,Sexual development & Puberty,6,1,6,Amenorrhea–dysmenorrhea–PMS,high,CAIS physiology in the sexual-development lecture implies functioning testes despite androgen-receptor resistance.
gyn,Gynecology,Reviews,38,38,A 30 years old multipara presents with secondary amenorrhea since a spontaneous septic abortion 2 years ago that required dilation and curettage. She reports monthly breast tenderness and mood changes followed by severe cramp abdominal pain. Which of the following is the best method to treat her condition?,B,circled,47,3,14,Minimally invasive surgery in gynecology,6,1,6,Amenorrhea–dysmenorrhea–PMS,high,The minimally invasive surgery lecture states that hysteroscopic adhesiolysis treats Asherman syndrome; the amenorrhea lecture supports recognizing the post-D&C cause.
gyn,Gynecology,Reviews,39,39,A 20 year old girl presents with a 5years history of irregular cycles and worsening facial hair. Her menarche occurred at 14 years with only 3 to 4 periods per year. Clinical examination revealed a BMI of 36 kg/m2 and facial hairsutism with marked acne. What is the most likely diagnosis?,B,circled,7,1,7,Polycystic ovary syndrome,,,,,high,"PCOS lecture matches gradual oligomenorrhea, obesity, hirsutism, and acne."
gyn,Gynecology,Reviews,40,40,A 20 year old girl presents with a 5years history of irregular cycles and worsening facial hair. Her menarche occurred at 14 years with only 3 to 4 periods per year. Clinical examination revealed a BMI of 36 kg/m2 and facial hairsutism with marked acne. Requesting investigations that would help to confirm the diagnosis. Which the following is relevant in this case?,D,circled,7,1,7,Polycystic ovary syndrome,,,,,high,PCOS lecture includes polycystic ovarian morphology on ultrasound within the Rotterdam criteria.
gyn,Gynecology,Reviews,41,41,"A 20 year old girl presents with a 5years history of irregular cycles and worsening facial hair. Her menarche occurred at 14 years with only 3 to 4 periods per year. Clinical examination revealed a BMI of 36 kg/m2 and facial hairsutism with marked acne. Propose a plan for management of this case, which of the following options is currently excluded?",B,circled,7,1,7,Polycystic ovary syndrome,,,,,high,"PCOS lecture reserves ovulation induction for fertility goals; lifestyle, metformin, and COCP address current symptoms."
gyn,Gynecology,Reviews,42,42,30 years old woman complaints of increasing dysmenorrhea and pelvic pain. She has not get pregnant despite 3 years of unprotected intercourse. Her pelvic examination demonstrates tenderness and nodularity of uterosacral ligaments and a 5 cm right ovarian cyst. The most likely provisional diagnosis is:,B,circled,29,2,12,Endometriosis and adenomyosis,,,,,high,"Endometriosis lecture lists dysmenorrhea, infertility, uterosacral nodularity, and endometrioma."
gyn,Gynecology,Reviews,43,43,30 years old woman complaints of increasing dysmenorrhea and pelvic pain. She has not get pregnant despite 3 years of unprotected intercourse. Her pelvic examination demonstrates tenderness and nodularity of uterosacral ligaments and a 5 cm right ovarian cyst. A reliable diagnosis could be attained by which of the following modalities:,B,circled,29,2,12,Endometriosis and adenomyosis,,,,,high,Endometriosis lecture names laparoscopy with visualization and biopsy as the diagnostic gold standard.
gyn,Gynecology,Reviews,44,44,30 years old woman complaints of increasing dysmenorrhea and pelvic pain. She has not get pregnant despite 3 years of unprotected intercourse. Her pelvic examination demonstrates tenderness and nodularity of uterosacral ligaments and a 5 cm right ovarian cyst. Which of the following treatment options is preferred as an initial management of this case?,A,circled,29,2,12,Endometriosis and adenomyosis,47,3,14,Minimally invasive surgery in gynecology,high,Endometriosis lecture recommends laparoscopic excision and endometrioma treatment rather than aspiration or fertility-delaying suppression.
gyn,Gynecology,Reviews,45,45,A healthy 47-year old G2P2 woman presents with a history of regular menses every 28 days since the age of 14 years until 6 months ago when her cycle frequency changed to every 22 days. Which of the following is true?,B,circled,12,1,12,Abnormal uterine bleeding,19,2,2,Menopause,high,The AUB lecture contains this near-identical perimenopausal cycle-shortening presentation; menopause is genuine overlap.
gyn,Gynecology,Reviews,46,46,A 60 years old woman presenting with postmenopausal bleeding was examined by transvaginal ultrasound which revealed an endometrial thickness of 12 mm. Which of the following sampling techniques is more reliable as a further step?,B,circled,31,2,14,Endometrial hyperplasia and endometrial cancer,19,2,2,Menopause,high,Endometrial-cancer lecture directs sampling above 4 mm and lists fractional curettage among diagnostic tissue methods.
gyn,Gynecology,Reviews,47,47,"A 30-year-old G0P0, asking for a second opinion after being diagnosed to have a bicornuate uterus. She and her husband are planning to start a family and want to know how this diagnosis would affect the future reproductive life. Which is the MOST LIKELY complication?",D,circled,30,2,13,Fetal malposition & malpresentations,4,1,3,Sexual development & Puberty,high,The malpresentation lecture lists a bicornuate uterus as a predisposition to breech; the sexual-development lecture supports the fusion-anomaly background.
gyn,Gynecology,Reviews,48,48,"A 30-year-old G0P0, asking for a second opinion after being diagnosed to have a bicornuate uterus. She and her husband are planning to start a family and want to know how this diagnosis would affect the future reproductive life. In the previous case, you explain that additional testing is necessary because of the woman's increased risk of congenital anomalies in which organ system?",D,circled,4,1,3,Sexual development & Puberty,,,,,medium,Sexual-development lecture covers Müllerian anomalies; embryologic linkage warrants associated urinary-tract evaluation.
gyn,Gynecology,Reviews,49,49,"A 17-year-old girl undergoes a laparotomy for appendicitis. On laparotomy, there is noted to be a torted gangrenous ovarian cyst, for which she undergoes a unilateral oophorectomy. Further exploration reveals a complete absence of the uterus and both fallopian tubes. The renal tract appears normal. Vaginal examination reveals a blind pouch of 3 cm length. FSH, LH and serum estradiol levels are normal. She is about to get married. What is the NEXT STEP in her management?",A,inferred,6,1,6,Amenorrhea–dysmenorrhea–PMS,4,1,3,Sexual development & Puberty,high,Amenorrhea lecture differentiates MRKH from AIS by karyotype when breasts are present but uterus is absent.
womens-health,Final 1,Mock Exams,1,1,What is the fertilizable lifespan of the human sperm?,C,inferred,1,1,2,"Fetus, placenta, membranes and amniotic fluid",,,,,high,This lecture explicitly gives sperm's fertilizable lifespan as 48–72 hours.
womens-health,Final 1,Mock Exams,2,2,Which of the following is the correct sequence of events during implantation?,A,inferred,1,1,2,"Fetus, placenta, membranes and amniotic fluid",,,,,high,"Its implantation table orders hatching, apposition, adhesion, invasion, then decidualization."
womens-health,Final 1,Mock Exams,3,3,What is the primary risk associated with smoking during pregnancy?,A,inferred,3,1,4,Preconceptional counselling and antenatal care,25,2,8,Disorders of fetal growth,high,Antenatal counselling covers smoking cessation; the fetal-growth lecture explicitly teaches that smoking causes IUGR.
womens-health,Final 1,Mock Exams,4,4,What is the primary mechanism by which progesterone affects respiratory function during pregnancy?,B,inferred,3,1,4,Preconceptional counselling and antenatal care,,,,,high,This lecture explicitly links progesterone to the respiratory center and increased ventilation.
womens-health,Final 1,Mock Exams,5,5,Which of the following antiepileptic drugs have the highest risk of congenital anomalies?,A,inferred,15,1,15,Medical Diseases & Pregnancy 2,,,,,high,Its epilepsy section identifies valproate as the most teratogenic antiepileptic.
womens-health,Final 1,Mock Exams,6,6,Which is the most common cause of hyperthyroidism in pregnancy?,C,inferred,15,1,15,Medical Diseases & Pregnancy 2,,,,,high,Its thyroid section explicitly names Graves’ disease as pregnancy's commonest hyperthyroidism cause.
womens-health,Final 1,Mock Exams,7,7,At which gestational age should a pregnant woman with well controlled gestational diabetes be delivered?,A,inferred,15,1,15,Medical Diseases & Pregnancy 2,,,,,high,Its gestational-diabetes section recommends delivery by 40+6 weeks.
womens-health,Final 1,Mock Exams,8,8,When is the dating scan and first trimester screening tests best performed?,B,inferred,5,1,5,Prenatal screening and diagnosis,26,2,9,Role of Ultrasound in obstetric,high,The screening lecture specifies first-trimester ultrasound and combined screening at 11–14 weeks.
womens-health,Final 1,Mock Exams,9,9,Which maternal factor carries a high risk of preeclampsia?,D,inferred,13,1,13,Hypertension in pregnancy,,,,,high,Its risk table classifies previous preeclampsia as a major high-risk factor.
womens-health,Final 1,Mock Exams,10,10,"A 24 year old primigravida at 17 weeks gestation attends for routine antenatal care. On performing a second trimester quadruple screen, alpha fetoprotein (AFP) was significantly elevated, whereas hCG, oestriol and inhibin A levels were within normal limits. An ultrasound scan was ordered for further evaluation. Which of the following is the most likely explanation for elevated AFP?",A,inferred,5,1,5,Prenatal screening and diagnosis,,,,,high,The lecture explicitly associates elevated maternal AFP with open neural-tube defects.
womens-health,Final 1,Mock Exams,11,11,Which of the following is a non-invasive prenatal test (NIPT)?,B,inferred,5,1,5,Prenatal screening and diagnosis,,,,,high,Its NIPT section defines cell-free fetal DNA testing as non-invasive screening.
womens-health,Final 1,Mock Exams,12,12,Which of the following is used to detect structural fetal abnormalities most effectively?,C,inferred,5,1,5,Prenatal screening and diagnosis,26,2,9,Role of Ultrasound in obstetric,high,It identifies the 18–22-week anomaly ultrasound as standard structural assessment.
womens-health,Final 1,Mock Exams,13,13,Which of the following is a common presentation of missed miscarriage?,D,inferred,8,1,8,Bleeding in early pregnancy,,,,,high,Its miscarriage section describes missed miscarriage as commonly asymptomatic and scan-detected.
womens-health,Final 1,Mock Exams,14,14,"A 30-year-old G2P1 woman at 7-week gestation presents with sudden onset of sharp, unilateral lower abdominal pain and light vaginal spotting. Her vital signs are: BP 100/60 mm Hg and heart rate 110 bpm. On examination she has right adnexal tenderness and closed cervical os. Serum b-hCG is 1200 mIU/ml. Transvaginal ultrasound shows no intrauterine gestational sac with a 2 cm right adnexal mass. What is the most appropriate next step?",C,inferred,8,1,8,Bleeding in early pregnancy,,,,,high,Its ectopic algorithm directs urgent laparoscopy for instability or significant pain.
womens-health,Final 1,Mock Exams,15,15,Which of the following is a characteristic of complete molar pregnancy?,B,inferred,8,1,8,Bleeding in early pregnancy,,,,,high,Its molar-pregnancy table gives an empty ovum and duplicated paternal genome.
womens-health,Final 1,Mock Exams,16,16,Which of the following is NOT a characteristic feature of the endometrium in a normal menstrual cycle?,B,inferred,2,1,1,The menstrual cycle & reproductive endocrinology,,,,,high,"The lecture details cyclical endometrial histology, layers, and trilaminar periovulatory appearance."
womens-health,Final 1,Mock Exams,17,17,What is the oestradiol concentration and duration needed to initiate a luteinizing hormone surge?,D,inferred,2,1,1,The menstrual cycle & reproductive endocrinology,,,,,high,It gives the LH-surge threshold as estradiol above 200 pg/mL for about 50 hours.
womens-health,Final 1,Mock Exams,18,18,Which of the following best describes the two-cell theory of ovarian steroidogenesis?,C,inferred,2,1,1,The menstrual cycle & reproductive endocrinology,,,,,high,It explicitly teaches FSH–granulosa and LH–theca actions in two-cell steroidogenesis.
womens-health,Final 1,Mock Exams,19,19,Which of the following is predictive of heavy menstrual bleeding?,D,inferred,12,1,12,Abnormal uterine bleeding,,,,,low,"The AUB lecture is the best topical match, but it does not teach low ferritin as a predictor of heavy menstrual bleeding and says ferritin is not routinely required."
womens-health,Final 1,Mock Exams,20,20,Which of the following symptoms might suggest a hypothalamic or pituitary disorder in a patient with amenorrhea?,B,inferred,6,1,6,Amenorrhea–dysmenorrhea–PMS,,,,,high,"Its amenorrhea framework covers pituitary disease, prolactinoma, galactorrhea, and neurologic symptoms."
womens-health,Final 1,Mock Exams,21,21,Which of the following non-pharmacologic therapies is supported by evidence for treating dysmenorrhea?,A,inferred,6,1,6,Amenorrhea–dysmenorrhea–PMS,,,,,low,"The dysmenorrhea lecture is the correct topical home and defines TENS, but the verified text does not support the specific high-frequency TENS efficacy claim."
womens-health,Final 1,Mock Exams,22,22,"A 15 year old girl presents with primary amenorrhea and well developed breasts, but no pubic or axillary hair. Pelvic ultrasound shows no uterus. What is the most likely diagnosis?",B,inferred,4,1,3,Sexual development & Puberty,37,3,2,Gynecological problems in childhood & adolescence,high,"It explicitly lists CAIS with normal breasts, scant hair, absent uterus, and primary amenorrhea."
womens-health,Final 1,Mock Exams,23,23,What is the correct sequence of pubertal events in girls?,A,inferred,4,1,3,Sexual development & Puberty,,,,,high,"It gives female puberty sequence: thelarche, pubarche, growth spurt, then menarche."
womens-health,Final 1,Mock Exams,24,24,"A 21 year old primigravida at 36 weeks gestation presents to the emergency department complaining of severe headache and blurring of vision. On examination, there is lower limb oedema, BP: 160/110 and urine dipstick +3 for proteins. What is the most appropriate management for this patient?",D,inferred,13,1,13,Hypertension in pregnancy,,,,,high,"Severe preeclampsia requires admission, antihypertensives, magnesium sulfate, and planned delivery."
womens-health,Final 1,Mock Exams,25,25,Which of the following IV medications is used to treat respiratory depression that may accompany magnesium sulphate toxicity?,A,inferred,13,1,13,Hypertension in pregnancy,,,,,high,The lecture names intravenous calcium gluconate as magnesium-toxicity antidote.
womens-health,Final 1,Mock Exams,26,26,"In a patient with severe preeclampsia, what is the main reason for visual symptoms and severe persistent headache?",B,inferred,13,1,13,Hypertension in pregnancy,,,,,high,Its pathophysiology attributes severe neurologic symptoms to endothelial dysfunction and vasospasm.
womens-health,Final 1,Mock Exams,27,27,"A pregnant woman at 34 weeks' gestation develops marked pruritis especially on her palms and soles, with mildly increased liver enzymes and elevated bile acids. Which of the following diagnostic possibilities is consistent with this clinical picture?",B,inferred,16,1,16,Medical Diseases & Pregnancy 3,,,,,high,"Its cholestasis section gives palm-and-sole pruritus, elevated bile acids, and mild transaminitis."
womens-health,Final 1,Mock Exams,28,28,A 32 year old primigravida is admitted in spontaneous labour at 39 weeks gestation. She is a known asthmatic and had repeated admissions with acute exacerbations. The last admission was at 36 weeks where she was commenced on oral prednisolone 7.5 mg/day in view of the poor asthmatic control. Which of the following is the most appropriate intervention to maintain asthma control during labour?,D,inferred,16,1,16,Medical Diseases & Pregnancy 3,,,,,high,Its asthma section specifies hydrocortisone 100 mg every 6–8 hours during labour.
womens-health,Final 1,Mock Exams,29,29,Which of the following statements is INCORRECT regarding acute fatty liver of pregnancy?,C,inferred,16,1,16,Medical Diseases & Pregnancy 3,,,,,high,"Its AFLP section highlights hypoglycemia, DIC, rapid hepatic failure, and high mortality."
womens-health,Final 1,Mock Exams,30,30,What is the most common route of intrauterine infection leading to preterm labour?,B,inferred,17,3,9,Preterm labour and PROM,,,,,high,The preterm-labour/PROM material directly addresses ascending infection and chorioamnionitis.
womens-health,Final 1,Mock Exams,31,31,A 30 year old woman at 32 weeks gestation presents with signs of preterm labour. What is the most appropriate next step to promote fetal lung maturity?,C,inferred,17,3,9,Preterm labour and PROM,,,,,high,It identifies antenatal corticosteroids as the key fetal-lung-maturity intervention before preterm birth.
womens-health,Final 1,Mock Exams,32,32,Which of the following is a calcium channel blocker commonly used as a tocolytic agent?,B,inferred,17,3,9,Preterm labour and PROM,,,,,high,Its tocolysis table identifies nifedipine as a calcium-channel blocker and first-line agent.
womens-health,Final 1,Mock Exams,33,33,Which of the following is the most appropriate mode of delivery in an uncomplicated dichorionic diamniotic twin pregnancy where the first twin is breech at 37 weeks?,C,inferred,10,1,10,Multifetal gestation,,,,,high,It states first-twin breech presentation indicates cesarean delivery.
womens-health,Final 1,Mock Exams,34,34,How frequent should ultrasound be performed in monochorionic diamniotic pregnancies after 16 weeks of gestation?,B,inferred,10,1,10,Multifetal gestation,,,,,high,It specifies MCDA ultrasound surveillance every two weeks from 16 weeks.
womens-health,Final 1,Mock Exams,35,35,Which of the following cardiac conditions poses a significant health risk during pregnancy?,C,inferred,14,1,14,Medical Diseases & Pregnancy 1,,,,,high,Its cardiac section lists prior peripartum cardiomyopathy among high-risk lesions.
womens-health,Final 1,Mock Exams,36,36,"Mrs. (S) is a 32-year-old G3P2 woman who presents at 32 weeks gestation with swelling of the right leg. On examination, the right calf is markedly swollen, tender, and reddish. Her BMI is 31 kg/m2 and BP 110/65 mmHg. Which of the following is the best initial tool to exclude deep venous thrombosis (DVT)?",B,inferred,14,1,14,Medical Diseases & Pregnancy 1,,,,,high,Its VTE section names compression venous Doppler as the initial DVT test.
womens-health,Final 1,Mock Exams,42,42,A 30 year old G3P2 woman presents at 32 weeks with painless bright red vaginal bleeding. The patient is vitally stable and bleeding is moderate in amount. Ultrasound confirms placenta previa. What is the best next step in management?,D,inferred,9,1,9,Antepartum hemorrhage,,,,,high,Its placenta-previa algorithm recommends admission and expectant monitoring for stable preterm bleeding.
womens-health,Final 1,Mock Exams,43,43,"A 30 year old primigravida at 39 weeks gestation presents in labour. On vaginal examination, the cervix is 7 cm dilated, 80% effaced and the fetal head is at -2 station. What does this most likely indicate?",B,inferred,22,2,5,Anatomy of the pelvis & mechanism of normal labor,24,2,7,Management of normal labour,medium,The mechanism lecture defines first-stage latent and active phases by cervical dilation.
womens-health,Final 1,Mock Exams,44,44,"During normal vaginal delivery, after the head of the fetus is delivered, it rotates to realign with the shoulders inside the birth canal. What is this movement named?",D,inferred,22,2,5,Anatomy of the pelvis & mechanism of normal labor,,,,,high,Its cardinal-movements sequence explicitly describes restitution after head delivery.
womens-health,Final 1,Mock Exams,45,45,"According to NICE guidelines on intrapartum care, which of the following is considered appropriate care for a woman in spontaneous labour?",B,inferred,24,2,7,Management of normal labour,,,,,high,The NICE-based lecture permits fluids and light food while rejecting routine shaving and enemas.
womens-health,Final 1,Mock Exams,46,46,Which of the following interventions is most effective in reducing perineal trauma during vaginal delivery?,A,inferred,24,2,7,Management of normal labour,,,,,medium,"The normal-labour lecture covers second-stage perineal care and episiotomy, but not warm compresses or controlled head delivery; it is a topical rather than exact match."
womens-health,Final 1,Mock Exams,47,47,"A 47 year old multiparous woman presents with complaints of severe dysmenorrhea and heavy menstrual bleeding. On bimanual examination, her uterus is found to be uniformly enlarged and tender. Transvaginal ultrasound reveals a heterogeneous globular uterus with small myometrial cysts and the results of endometrial biopsy are normal. What is the most likely diagnosis?",C,inferred,29,2,12,Endometriosis and adenomyosis,,,,,high,"Its adenomyosis section describes a tender enlarged uterus, dysmenorrhea, HMB, and myometrial disease."
womens-health,Final 1,Mock Exams,48,48,Which of the following is the most accepted theory for the pathogenesis of endometriosis?,A,inferred,29,2,12,Endometriosis and adenomyosis,,,,,high,Its etiology map identifies retrograde menstruation and implantation as the classic theory.
womens-health,Final 1,Mock Exams,49,49,Which of the following is the preferred treatment for a woman with minimal to mild endometriosis who is trying to conceive?,A,inferred,29,2,12,Endometriosis and adenomyosis,36,3,1,Subfertility,high,It covers laparoscopic fertility-sparing excision or ablation for endometriosis when conception is desired.
womens-health,Final 1,Mock Exams,50,50,"A 23 year old woman, G1P0, presents at 8 weeks gestation with brownish discharge and mild pelvic discomfort. Transvaginal ultrasound shows a snowstorm pattern in the uterus consistent with complete mole and bilaterally enlarged multicystic ovaries containing clear fluid. What is the most likely type of the patient's ovarian cysts?",D,inferred,28,2,11,Benign diseases of the ovary,,,,,high,It explicitly links bilateral theca-lutein cysts to hCG hyperstimulation from molar pregnancy.
womens-health,Final 1,Mock Exams,51,51,What is the most serious complication that could occur on top of a corpus luteal cyst of the ovary?,C,inferred,28,2,11,Benign diseases of the ovary,,,,,high,It identifies corpus-luteum cyst rupture causing hemoperitoneum and acute abdomen.
womens-health,Final 1,Mock Exams,52,52,A 41 year old woman presents to the gynaecology clinic with abdominal enlargement. She has a 7 cm solid ovarian tumour detected by ultrasound. Investigations performed showed right pleural effusion and a moderate amount of ascites. Which of the following is the most likely diagnosis?,B,inferred,28,2,11,Benign diseases of the ovary,,,,,high,It defines Meigs syndrome as ovarian fibroma with ascites and right hydrothorax.
womens-health,Final 1,Mock Exams,53,53,Which of the following risks is associated with laparoscopic sterilization?,C,inferred,44,3,6,Contraception,,,,,high,Its female-sterilization section states failure carries ectopic-pregnancy risk.
womens-health,Final 1,Mock Exams,54,54,Which of the following methods can be used as emergency contraception?,D,inferred,44,3,6,Contraception,,,,,high,Its emergency-contraception section identifies copper IUD as the most effective method.
womens-health,Final 1,Mock Exams,55,55,Which of the following is an absolute contraindication to combined oral contraceptive use?,B,inferred,44,3,6,Contraception,,,,,high,Its combined-hormonal table marks migraine with aura as contraindicated.
womens-health,Final 1,Mock Exams,56,56,"A 23-year-old female presents with oligomenorrhea and abnormal facial hair growth along with high serum free testosterone level. On ultrasound, the ovaries appear normal. What is the most likely diagnosis?",B,inferred,7,1,7,Polycystic ovary syndrome,,,,,high,Rotterdam diagnosis needs two criteria; normal ovarian ultrasound does not exclude PCOS.
womens-health,Final 1,Mock Exams,57,57,What is the primary reason for irregular menstruation in women with polycystic ovarian syndrome (PCOS)?,A,inferred,7,1,7,Polycystic ovary syndrome,,,,,high,"Its pathophysiology centers on follicular arrest, oligo-anovulation, and resulting irregular cycles."
